Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
1610000,0.81047195,7.59131254741078,612.8125,1.100666,7.591312574222684
1620000,0.82894784,8.459642909666789,664.7857142857143,1.1065245,8.459642860506262
1630000,0.81958693,8.163625046734523,613.0625,1.1061345,8.163624971406534
1640000,0.8212578,13.688000080431811,989.7,1.1169881,13.687999901175498
1650000,0.80926836,7.338722265493642,584.0555555555555,1.11416,7.029941304203342
1660000,0.79733247,11.2824546108869,833.7272727272727,1.1430749,11.391249914343158
1670000,0.8074866,11.101083396468312,813.1666666666666,1.135278,11.101083481063446
1680000,0.79596585,11.206083397613838,836.9166666666666,1.1319407,11.206083518763384
1690000,0.80444646,10.170333390308466,746.9166666666666,1.1286297,10.170333420236906
1700000,0.79188645,6.409315831193357,518.0526315789474,1.113181,6.409315755002592
1710000,0.7903627,9.290000055435424,706.1333333333333,1.1416306,9.28999985953172
1720000,0.79106826,7.633941224016085,594.5294117647059,1.1061046,7.633941159967114
1730000,0.80187374,14.108222299863378,1045.7777777777778,1.1284019,14.108222447749641
1740000,0.79341954,9.304384669253173,713.6923076923077,1.1399921,9.304384710840308
1750000,0.8041376,8.625133384872848,680.6,1.1188047,8.625133430585265
1760000,0.79832083,6.385428610767814,512.1904761904761,1.1120384,6.38542853774769
1770000,0.78591466,9.324307747319555,722.3846153846154,1.145419,9.324307932016941
1780000,0.8067571,5.781500036263606,478.1,1.1183841,5.781500037014484
1790000,0.8163653,9.47713338797912,702.1333333333333,1.1228435,9.47713329133888
1800000,0.8087694,8.88261543869829,696.3076923076923,1.139245,8.882615459079926
1810000,0.79065704,8.397750049625756,658.3125,1.1333941,8.39775010102312
1820000,0.79733604,7.545294161927065,576.4117647058823,1.1113806,7.545294106444892
1830000,0.80099374,10.465666727851689,761.5,1.1199082,10.465666667868694
1840000,0.8029869,13.725700080720708,1005.3,1.1336521,13.725700032059104
1850000,0.7950509,10.435384678529003,802.3076923076923,1.132442,10.435384727727909
1860000,0.7981479,11.690800068108365,857.0,1.1343548,11.690800166875125
1870000,0.8115854,13.562909166106362,973.6363636363636,1.1312504,13.562909342348576
1880000,0.7908994,9.464214343087017,717.8571428571429,1.1304685,9.464214205076653
1890000,0.8021854,12.085181888520971,893.0909090909091,1.1294143,12.085181838409467
1900000,0.80408853,8.93821433687117,689.9285714285714,1.1260453,8.938214326277375
1910000,0.7958538,11.412916731244573,836.75,1.147865,11.412916690732041
1920000,0.8082108,11.96290007235948,887.5,1.1550239,11.96290010176599
1930000,0.7799376,7.145473729549466,558.578947368421,1.1571378,7.145473678057131
